name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,preferred_foot
A. Ayew,12/17/1989,29,175.26,72.1,"RM,ST",Ghana,77,77,9000000.0,Left
Danilo,5/10/1984,34,185.42,76.2,CB,Brazil,77,77,2700000.0,Right
F. Mancuello,3/26/1989,29,175.26,69.9,"CAM,CM,LM",Argentina,77,77,8500000.0,Left
F. Ferreyra,3/14/1991,27,185.42,78.0,ST,Argentina,77,78,10500000.0,Right
K. Mbodji,11/22/1989,29,193.04,92.1,CB,Senegal,77,77,7000000.0,Right
E. Bardhi,7/2/1995,23,172.72,64.0,"CM,LM,CAM",FYR Macedonia,77,83,12000000.0,Right
Varela,11/26/1987,31,185.42,88.0,CB,Cape Verde,77,77,6500000.0,Right
D. Upamecano,10/27/1998,20,185.42,83.0,CB,France,77,88,13000000.0,Right
E. Gutiérrez,6/15/1995,23,154.94,73.9,CM,Mexico,77,85,13000000.0,Left
M. Lang,2/8/1991,28,185.42,78.9,"RB,RM",Switzerland,77,77,7500000.0,Right
S. Boufal,9/17/1993,25,175.26,67.1,"LM,LW",Morocco,77,80,11500000.0,Right
J. Martin,4/9/1990,28,182.88,69.9,"CM,CAM",France,77,77,9000000.0,Right
W. Hughes,4/17/1995,23,185.42,73.9,"CAM,RM,CM",England,77,83,12000000.0,Left
G. Shibasaki,5/28/1992,26,175.26,62.1,"CAM,ST,CDM",Japan,77,80,11000000.0,Right
D. van de Beek,4/18/1997,21,182.88,73.9,"CAM,CM",Netherlands,77,83,12500000.0,Right
N. Pejčinović,11/4/1987,31,185.42,79.8,"CB,RB",Serbia,77,77,6500000.0,Right
Douglas,3/9/1983,36,187.96,87.1,GK,Brazil,77,77,2100000.0,Right
J. Guidetti,4/15/1992,26,185.42,78.9,ST,Sweden,77,80,11000000.0,Right
J. Augustin,6/16/1997,21,152.4,68.9,ST,France,77,85,13500000.0,Right
J. Lukaku,7/25/1994,24,152.4,86.2,"LM,LB",Belgium,77,81,11500000.0,Left
Laguardia,11/5/1989,29,185.42,74.8,CB,Spain,77,78,8000000.0,Right
N. Gudelj,11/16/1991,27,187.96,73.0,"CDM,CM",Serbia,77,79,9000000.0,Right
N. Jørgensen,1/15/1991,28,190.5,83.0,ST,Denmark,77,77,9500000.0,Right
E. Gigliotti,5/20/1987,31,187.96,81.2,ST,Argentina,77,77,8000000.0,Right
Marc Roca,11/26/1996,22,182.88,73.9,"CDM,CM",Spain,77,87,12500000.0,Left
M. Wolf,5/27/1995,23,187.96,82.1,"RM,CM,LM,RB",Germany,77,81,11500000.0,Right
Fábio Coentrão,3/11/1988,30,152.4,66.2,"RW,LB",Portugal,77,77,8500000.0,Left
Maurício,10/21/1988,30,154.94,78.0,CDM,Brazil,77,77,7000000.0,Right
C. Tévez,2/5/1984,35,170.18,79.8,"CAM,ST",Argentina,77,77,4500000.0,Right
Oriol Romeu,9/24/1991,27,182.88,83.0,"CDM,CM",Spain,77,79,9000000.0,Right
Jordi Masip,1/3/1989,30,154.94,76.2,GK,Spain,77,77,6000000.0,Right
F. Caicedo,9/5/1988,30,182.88,82.1,ST,Ecuador,77,77,9000000.0,Left
G. Paletta,2/15/1986,33,190.5,79.8,CB,Italy,77,77,5000000.0,Right
P. Cutrone,1/3/1998,21,182.88,78.0,ST,Italy,77,89,16000000.0,Right
M. Layún,6/25/1988,30,154.94,76.2,"RB,LB,LM,RM",Mexico,77,77,6500000.0,Right
Wendell,7/20/1993,25,152.4,72.1,LB,Brazil,77,80,9500000.0,Left
D. Selke,1/20/1995,24,193.04,82.1,ST,Germany,77,83,12500000.0,Right
O. Yokuşlu,3/9/1994,24,190.5,86.2,"CDM,CB",Turkey,77,83,10500000.0,Right
P. Højbjerg,8/5/1995,23,185.42,83.9,"CM,CDM",Denmark,77,82,11500000.0,Right
D. Origi,4/18/1995,23,185.42,74.8,"ST,LW,RM",Belgium,77,82,12000000.0,Right
G. Dzhikiya,11/21/1993,25,187.96,86.2,CB,Russia,77,83,10500000.0,Left
D. Zakaria,11/20/1996,22,190.5,79.8,"CM,CDM",Switzerland,77,85,13000000.0,Right
S. Ristovski,2/12/1992,27,154.94,72.1,"RB,RW",FYR Macedonia,77,78,8500000.0,Right
L. Chichizola,3/27/1990,28,185.42,79.8,GK,Argentina,77,78,7000000.0,Right
A. McCarthy,12/3/1989,29,193.04,78.9,GK,England,77,78,7000000.0,Right
Alan Carvalho,7/10/1989,29,182.88,74.8,"ST,LW",Brazil,77,77,9000000.0,Right
De Tomás,10/17/1994,24,154.94,72.1,ST,Spain,77,84,12500000.0,Right
Rafael Carioca,6/18/1989,29,152.4,72.1,"CM,CDM",Brazil,77,77,8500000.0,Right
G. Murray,9/25/1983,35,182.88,79.8,ST,England,77,77,4700000.0,Right
Vallejo,1/5/1997,22,182.88,78.9,CB,Spain,77,84,11000000.0,Right
R. De Paul,5/24/1994,24,152.4,69.9,"LW,RW,CF",Argentina,77,83,12000000.0,Right
F. Mollet,11/19/1991,27,170.18,67.1,"CAM,CM",France,77,78,10500000.0,Right
M. Dembélé,7/12/1996,22,182.88,73.9,ST,France,77,83,12500000.0,Right
A. Marchesín,3/16/1988,30,187.96,84.8,GK,Argentina,77,77,5500000.0,Right
R. Inglese,11/12/1991,27,185.42,84.8,ST,Italy,77,77,9500000.0,Right
Douglas Santos,3/22/1994,24,175.26,69.9,LB,Brazil,77,81,9500000.0,Left
A. Dragović,3/6/1991,28,185.42,88.0,CB,Austria,77,77,7500000.0,Right
L. Spinazzola,3/25/1993,25,185.42,74.8,"LM,LB",Italy,77,80,11000000.0,Right
E. Bičakčić,1/24/1990,29,185.42,84.8,CB,Bosnia Herzegovina,77,77,7000000.0,Right
M. Schmelzer,1/22/1988,31,154.94,73.9,LB,Germany,77,77,6500000.0,Left
J. dos Santos,4/26/1990,28,172.72,73.0,"CM,RM",Mexico,77,77,9000000.0,Right
V. Grifo,4/7/1993,25,154.94,76.2,LM,Italy,77,79,11000000.0,Right
V. Vasin,10/6/1988,30,193.04,83.0,CB,Russia,77,77,7000000.0,Right
E. Pulgar,1/15/1994,25,185.42,83.0,"CDM,CM",Chile,77,82,10000000.0,Right
Formosandrinho,2/29/1992,27,152.4,72.1,"ST,CF",Brazil,77,77,9500000.0,Right
S. Sanogo,5/5/1989,29,182.88,81.2,"CDM,CM",Ivory Coast,77,77,7000000.0,Left
C. Wood,12/7/1991,27,187.96,92.1,ST,New Zealand,77,78,10500000.0,Right
F. Lustenberger,5/2/1988,30,154.94,69.9,"CB,CDM",Switzerland,77,77,6500000.0,Right
G. Rodríguez,4/11/1995,23,185.42,79.8,"CDM,CM",Argentina,77,80,9500000.0,Right
L. Klostermann,6/3/1996,22,187.96,83.0,"RB,LB",Germany,77,83,10000000.0,Right
Pedro Henrique,12/18/1992,26,190.5,88.0,CB,Brazil,77,82,10000000.0,Left
A. Donatti,10/24/1986,32,193.04,86.2,CB,Argentina,77,77,6000000.0,Right
Pablo,6/21/1991,27,187.96,86.2,CB,Brazil,77,78,8500000.0,Right
A. Mehmedi,3/16/1991,27,182.88,78.0,"CAM,LM,RM,CF",Switzerland,77,78,10000000.0,Right
C. Sánchez,2/6/1986,33,182.88,82.1,"CDM,CB",Colombia,77,77,5000000.0,Right
R. Gurtner,12/8/1986,32,182.88,82.1,GK,France,77,77,5500000.0,Right
Jô,3/20/1987,31,187.96,78.0,ST,Brazil,77,77,8000000.0,Left
H. Pérez,2/25/1989,30,154.94,71.2,"RM,LM",Paraguay,77,77,8500000.0,Right
J. Aquino,2/11/1990,29,167.64,62.1,LM,Mexico,77,77,9000000.0,Right
J. McCarthy,11/12/1990,28,154.94,72.1,"CDM,CM",Republic of Ireland,77,77,7500000.0,Right
G. Sio,3/31/1989,29,154.94,79.8,ST,Ivory Coast,77,77,,Left
Munir,9/1/1995,23,175.26,68.9,"ST,RW",Spain,77,83,12500000.0,Left
Marçal,2/19/1989,30,152.4,73.9,"LB,CB",Brazil,77,77,6500000.0,Left
M. Albrighton,11/18/1989,29,175.26,73.9,"RM,LM",England,77,77,9000000.0,Right
D. Basta,8/18/1984,34,182.88,72.1,"RB,RM",Serbia,77,77,3400000.0,Right
Mata,10/24/1988,30,187.96,78.0,ST,Spain,77,77,9000000.0,Right
I. Sarr,2/25/1998,21,185.42,76.2,"LM,RM,ST",Senegal,77,88,15500000.0,Right
M. Zárate,3/18/1987,31,175.26,77.1,"ST,CF,CAM,LM",Argentina,77,77,8000000.0,Right
L. Tonelli,1/17/1990,29,182.88,78.0,CB,Italy,77,78,8000000.0,Right
A. Poli,9/29/1989,29,182.88,77.1,CM,Italy,77,77,9000000.0,Right
Montoya,4/14/1991,27,175.26,73.0,RB,Spain,77,78,8000000.0,Right
R. Sambueza,1/1/1984,35,175.26,72.1,"RM,LM",Argentina,77,77,4500000.0,Left
D. Kuzyaev,1/15/1993,26,182.88,73.9,"CM,CDM,RM",Russia,77,80,,Right
R. Soriano,2/8/1991,28,182.88,76.2,"LM,CM,CAM",Italy,77,77,9500000.0,Right
A. Izzo,3/2/1992,27,182.88,78.0,CB,Italy,77,82,10000000.0,Right
B. Bourigeaud,1/14/1994,25,152.4,68.0,"LM,RM,CM",France,77,80,11500000.0,Right
N. Chadli,8/2/1989,29,187.96,84.8,"LM,RM,LW",Belgium,77,77,9000000.0,Right
J. Sand,7/17/1980,38,185.42,82.1,ST,Argentina,77,77,3200000.0,Right
S. Meïté,3/17/1994,24,187.96,79.8,"CM,CDM",France,77,80,11000000.0,Right
M. Pereira,6/8/1984,34,172.72,73.0,RB,Uruguay,77,77,2500000.0,Right
T. Rincón,1/13/1988,31,152.4,76.2,"CM,CDM",Venezuela,77,77,8000000.0,Right
F. Krovinović,8/29/1995,23,152.4,69.9,"CAM,CM",Croatia,77,83,12000000.0,Right
A. Miranchuk,10/17/1995,23,182.88,73.9,"CAM,ST",Russia,77,82,12000000.0,Left
R. Klavan,10/30/1985,33,187.96,84.8,CB,Estonia,77,77,5000000.0,Left
T. Chandler,3/29/1990,28,182.88,82.1,"RB,RWB,RM,LWB",United States,77,77,7000000.0,Right
D. Garmash,4/19/1990,28,185.42,74.8,"CM,CAM,LM",Ukraine,77,77,9000000.0,Right
P. Diop,3/19/1986,32,152.4,77.1,"CDM,CM",Senegal,77,77,5000000.0,Right
R. Ábila,10/14/1989,29,152.4,93.0,ST,Argentina,77,77,9000000.0,Right
A. Živković,7/11/1996,22,170.18,68.0,"LW,CM",Serbia,77,84,12500000.0,Left
E. Giaccherini,5/5/1985,33,167.64,59.9,"LW,CM",Italy,77,77,5500000.0,Right
A. Bertolacci,1/11/1991,28,152.4,74.8,"CM,CDM",Italy,77,77,9000000.0,Left
A. Ekdal,7/28/1989,29,185.42,74.8,"CM,CDM",Sweden,77,77,9000000.0,Right
K. Huntelaar,8/12/1983,35,185.42,83.0,ST,Netherlands,77,77,4700000.0,Right
R. Centurión,1/19/1993,26,175.26,73.9,"LM,RM,CAM",Argentina,77,78,10500000.0,Right
D. Suárez,4/27/1988,30,172.72,68.0,RB,Uruguay,77,77,6500000.0,Right
Victor Sánchez,9/8/1987,31,175.26,72.1,"CDM,CM,RB,RM",Spain,77,77,6500000.0,Right
Luís Neto,5/26/1988,30,187.96,71.2,CB,Portugal,77,77,,Right
S. Ascacíbar,2/25/1997,22,167.64,69.9,CDM,Argentina,77,84,11000000.0,Right
J. Valdivia,10/19/1983,35,172.72,71.2,CAM,Chile,77,77,4500000.0,Right
Arbilla,5/15/1987,31,152.4,76.2,"CB,RB,LB",Spain,77,77,6000000.0,Right
S. Lichtsteiner,1/16/1984,35,182.88,76.2,"RB,CB,RWB",Switzerland,77,77,2500000.0,Right
Juan Jesus,6/10/1991,27,185.42,83.0,"CB,LB",Brazil,77,77,7500000.0,Left
A. Ogbonna,5/23/1988,30,190.5,86.2,CB,Italy,77,77,6500000.0,Left
V. Darida,8/8/1990,28,170.18,64.0,"CM,CAM,CDM",Czech Republic,77,77,9000000.0,Right
M. Plattenhardt,1/26/1992,27,154.94,76.2,"LB,LM",Germany,77,78,8500000.0,Left
P. Groß,6/15/1991,27,154.94,78.0,"CAM,CM",Germany,77,78,10000000.0,Right
O. Wendt,10/24/1985,33,154.94,82.1,"LB,LM",Sweden,77,77,4900000.0,Left
Jonatan Soriano,9/24/1985,33,154.94,72.1,"ST,CF",Spain,77,77,7000000.0,Right
R. Freuler,4/15/1992,26,154.94,77.1,CM,Switzerland,77,78,10500000.0,Right
Gazzolisco,2/29/1988,31,185.42,73.0,"LB,LM",Brazil,77,77,6500000.0,Left
P. Pérez,8/10/1985,33,175.26,79.8,CM,Argentina,77,77,6500000.0,Right
L. Cook,2/3/1997,22,175.26,71.2,CM,England,77,84,12500000.0,Right
Mario Hermoso,6/18/1995,23,182.88,73.9,"CB,LB",Spain,77,85,11500000.0,Left
Garry Rodrigues,11/27/1990,28,172.72,69.9,"LM,RM,LW",Cape Verde,77,77,9500000.0,Right
Bruno,5/24/1990,28,185.42,86.2,CB,Spain,77,78,8000000.0,Right
D. Welbeck,11/26/1990,28,185.42,73.0,"LW,ST,LM",England,77,77,9500000.0,Right
E. Akbaba,10/4/1992,26,154.94,73.0,"CAM,CM,CDM",Turkey,77,80,11000000.0,Left
Javi Fuego,1/4/1984,35,182.88,73.9,"CDM,CM",Spain,77,77,2700000.0,Right
G. Bou,2/18/1990,29,152.4,79.8,ST,Argentina,77,77,9000000.0,Right
M. Ritchie,9/10/1989,29,172.72,76.2,"RM,LWB",Scotland,77,77,9000000.0,Left
M. Gabbiadini,11/26/1991,27,154.94,74.8,ST,Italy,77,78,10500000.0,Left
M. Carcela-González,7/1/1989,29,175.26,67.1,"CAM,RM,LM",Morocco,77,77,8500000.0,Left
K. El Ahmadi,1/27/1985,34,154.94,71.2,"CDM,CM",Morocco,77,77,3600000.0,Right
J. Maddison,11/23/1996,22,175.26,73.0,"CAM,LM",England,77,85,13000000.0,Right
F. Fabra,2/22/1991,28,172.72,72.1,LB,Colombia,77,77,7500000.0,Left
N. Guzmán,2/10/1986,33,193.04,93.9,GK,Argentina,77,77,5000000.0,Right
V. Odjidja-Ofoe,2/21/1989,30,182.88,78.9,"CM,CDM,CAM",Belgium,77,77,8500000.0,Right
Wendel,8/28/1997,21,154.94,66.2,CM,Brazil,77,86,13500000.0,Right
T. Strobl,5/12/1990,28,187.96,77.1,"CDM,CB",Germany,77,78,8000000.0,Right
C. Grenier,1/7/1991,28,185.42,72.1,"CM,CDM,CAM",France,77,77,9000000.0,Right
S. Sydorchuk,5/2/1991,27,187.96,79.8,"CM,CDM,CAM",Ukraine,77,78,10000000.0,Right
J. Hendrix,2/6/1995,24,154.94,74.8,"CDM,CM",Netherlands,77,82,10000000.0,Left
J. Pinola,2/24/1983,36,154.94,78.9,CB,Argentina,77,77,2100000.0,Left
M. Nakamba,1/19/1994,25,175.26,78.9,"CDM,CM",Zimbabwe,77,81,10000000.0,Left
E. Choupo-Moting,3/23/1989,29,190.5,91.2,"ST,LW",Cameroon,77,77,9000000.0,Right
E. Elia,2/13/1987,32,175.26,77.1,"LM,LW",Netherlands,77,77,8000000.0,Right
Sergio García,6/9/1983,35,175.26,72.1,"ST,LM,LW,RW",Spain,77,77,4100000.0,Right
G. Hoarau,3/5/1984,35,193.04,84.8,ST,France,77,77,4700000.0,Right
M. Suchý,3/29/1988,30,182.88,83.9,CB,Czech Republic,77,77,6500000.0,Right
M. Dossevi,2/12/1988,31,172.72,64.9,"RM,RW",Togo,77,77,8500000.0,Right
R. Vormer,5/11/1988,30,152.4,78.9,"CM,RM,CF",Netherlands,78,78,9500000.0,Right
J. Shelvey,2/27/1992,27,182.88,79.8,"CM,CDM",England,78,79,12000000.0,Right
Gervinho,5/27/1987,31,152.4,66.2,"LW,RW,ST",Ivory Coast,78,78,9000000.0,Right
Guilherme,12/12/1985,33,195.58,94.8,GK,Russia,78,78,6000000.0,Right
J. Tomkins,3/29/1989,29,193.04,73.9,CB,England,78,79,9000000.0,Right
R. Bertrand,8/5/1989,29,152.4,84.8,"LB,LWB",England,78,78,8000000.0,Left
D. Abraham,7/15/1986,32,187.96,83.9,CB,Argentina,78,78,7000000.0,Right
Daniel Carriço,8/4/1988,30,154.94,79.8,"CB,CDM",Portugal,78,78,8000000.0,Right
N. Pallois,9/19/1987,31,187.96,88.9,CB,France,78,78,7500000.0,Left
C. Tosun,6/7/1991,27,182.88,78.0,ST,Turkey,78,79,12000000.0,Right
M. Cáceres,4/7/1987,31,154.94,78.0,"CB,RB",Uruguay,78,78,7000000.0,Right
D. Srna,5/1/1982,36,152.4,78.0,RB,Croatia,78,78,1200000.0,Right
Javi García,2/8/1987,32,185.42,82.1,"CDM,CM,CB",Spain,78,78,7000000.0,Right
J. Holebas,6/27/1984,34,185.42,81.2,"LB,LWB",Greece,78,78,2900000.0,Left
A. Dzyuba,8/22/1988,30,195.58,91.2,ST,Russia,78,78,,Right
K. Honda,6/13/1986,32,182.88,73.9,"RM,CAM",Japan,78,78,8000000.0,Left
C. Bravo,4/13/1983,35,182.88,79.8,GK,Chile,78,78,2400000.0,Right
Rafael Tolói,10/10/1990,28,185.42,74.8,CB,Brazil,78,80,10000000.0,Right
M. Schneiderlin,11/8/1989,29,185.42,74.8,"CDM,CM",France,78,78,8500000.0,Right
M. Gradel,11/30/1987,31,152.4,69.9,"LW,LM",Ivory Coast,78,78,10000000.0,Right
Sergi Gómez,3/28/1992,26,185.42,77.1,CB,Spain,78,83,11500000.0,Right
Jaume Costa,3/18/1988,30,170.18,62.1,LB,Spain,78,78,7500000.0,Left
P. Hernández,10/24/1986,32,185.42,81.2,"CM,CAM,CDM",Chile,78,78,9000000.0,Left
R. van Persie,8/6/1983,35,187.96,71.2,"ST,CAM",Netherlands,78,78,5500000.0,Left
K. Mirallas,10/5/1987,31,182.88,72.1,"LM,LW,ST",Belgium,78,78,10000000.0,Right
Sérgio Oliveira,6/2/1992,26,154.94,78.0,"CM,CDM",Portugal,78,81,12500000.0,Right
A. Mooy,9/15/1990,28,172.72,72.1,"CM,CDM",Australia,78,78,10500000.0,Right
D. Baier,5/18/1984,34,175.26,78.0,CDM,Germany,78,78,3100000.0,Right
D. Pröpper,9/2/1991,27,185.42,78.9,CM,Netherlands,78,79,12000000.0,Right
T. Kongolo,2/14/1994,25,187.96,69.9,"CB,LB",Netherlands,78,83,12000000.0,Left
J. Lascelles,11/11/1993,25,187.96,88.9,CB,England,78,83,12000000.0,Right
T. Vilhena,1/3/1995,24,175.26,71.2,CM,Netherlands,78,81,13000000.0,Left
A. Trebel,3/3/1991,28,175.26,73.9,CM,France,78,79,11500000.0,Left
K. Fortounis,10/16/1992,26,154.94,76.2,"CAM,LM",Greece,78,80,12500000.0,Right
K. Lala,10/3/1991,27,152.4,78.0,"RWB,RB",France,78,79,10000000.0,Right
B. Reynet,10/28/1990,28,185.42,84.8,GK,France,78,80,8500000.0,Right
S. García,9/14/1990,28,154.94,79.8,ST,Uruguay,78,78,11000000.0,Right
R. Jiménez,5/5/1991,27,190.5,81.2,ST,Mexico,78,79,12000000.0,Right
Bernat,3/1/1993,26,170.18,67.1,"LB,LM",Spain,78,81,10500000.0,Left
F. Fajr,8/1/1988,30,152.4,71.2,"CM,CDM,RM,LM",Morocco,78,78,10000000.0,Right
L. Castro,4/9/1989,29,182.88,78.0,"CM,RM",Argentina,78,78,10000000.0,Right
A. Cragno,6/28/1994,24,182.88,78.0,GK,Italy,78,84,10500000.0,Right
L. Pavoletti,11/26/1988,30,187.96,84.8,ST,Italy,78,78,10500000.0,Right
V. Chiricheş,11/14/1989,29,182.88,74.8,CB,Romania,78,78,8500000.0,Right
M. De Sciglio,10/20/1992,26,182.88,78.0,"RB,LB",Italy,78,79,10000000.0,Right
D. Cheryshev,12/26/1990,28,152.4,73.9,"LM,LW",Russia,78,78,11000000.0,Left
M. Arnold,5/27/1994,24,182.88,73.9,"CM,CDM,CAM",Germany,78,83,13500000.0,Left
L. Trossard,12/4/1994,24,172.72,67.1,LW,Belgium,78,82,13500000.0,Right
R. Olsen,1/8/1990,29,195.58,86.2,GK,Sweden,78,78,7500000.0,Right
R. Fraser,2/24/1994,25,162.56,69.9,"LM,LW",Scotland,78,81,13000000.0,Right
B. Traoré,9/6/1995,23,154.94,73.0,"ST,RW,RM",Burkina Faso,78,83,14000000.0,Left
Matheus,7/19/1992,26,187.96,76.2,GK,Brazil,78,82,9500000.0,Right
Gabriel,9/18/1993,25,187.96,82.1,"CM,CDM",Brazil,78,82,13500000.0,Left
B. Cristante,3/3/1995,24,185.42,79.8,"CM,CDM,CAM",Italy,78,84,14000000.0,Right
H. Sakai,4/12/1990,28,182.88,69.9,"RB,LB",Japan,78,78,8000000.0,Right
F. Kostić,11/1/1992,26,182.88,82.1,"LM,LWB",Serbia,78,79,12500000.0,Left
Omar Mascarell,2/2/1993,26,154.94,76.2,"CDM,CM",Spain,78,80,10500000.0,Right
G. Laborde,5/3/1994,24,154.94,78.0,ST,France,78,83,14000000.0,Left
M. Halstenberg,9/27/1991,27,187.96,82.1,LB,Germany,78,79,10000000.0,Left
D. Berardi,8/1/1994,24,182.88,72.1,"RW,ST",Italy,78,83,14000000.0,Left
Rubén Peña,7/18/1991,27,170.18,64.9,"RB,RM",Spain,78,79,10000000.0,Right
Bruma,10/24/1994,24,172.72,69.9,"CAM,LM",Portugal,78,82,13500000.0,Right
Pere Pons,2/20/1993,26,152.4,69.9,"CM,CDM",Spain,78,81,13000000.0,Right
O. Vlachodimos,4/26/1994,24,187.96,77.1,GK,Greece,78,85,10500000.0,Right
M. Meyer,9/18/1995,23,172.72,68.0,"CM,LM",Germany,78,82,13500000.0,Right
R. Gagliardini,4/7/1994,24,190.5,77.1,"CDM,CM",Italy,78,82,11500000.0,Right
P. Sisto,2/4/1995,24,172.72,68.9,"LW,LM",Denmark,78,84,14000000.0,Right
Ricardo Esgaio,5/16/1993,25,172.72,68.0,"RM,RB",Portugal,78,80,12500000.0,Right
M. Lemina,9/1/1993,25,182.88,84.8,"CM,CDM",Gabon,78,83,13500000.0,Right
W. Cyprien,1/28/1995,24,154.94,74.8,"CM,CDM",France,78,83,13500000.0,Right
N. Stark,4/14/1995,23,190.5,81.2,"CB,CDM",Germany,78,84,12000000.0,Right
N. Bentaleb,11/24/1994,24,187.96,78.0,"CM,CDM",Algeria,78,83,13500000.0,Left
D. Laxalt,2/7/1993,26,152.4,68.0,LM,Uruguay,78,79,12500000.0,Left
Bastos,11/23/1991,27,154.94,77.1,CB,Angola,78,79,10000000.0,Right
M. Meza,12/15/1992,26,154.94,76.2,"CAM,LM,RM",Argentina,78,79,12500000.0,Right
G. Simeone,7/5/1995,23,154.94,81.2,ST,Argentina,78,85,15000000.0,Right
D. Djené,12/31/1991,27,175.26,71.2,CB,Togo,78,81,11000000.0,Right
R. Battaglia,7/12/1991,27,187.96,78.9,"CM,CDM",Argentina,78,79,12000000.0,Right
A. Sanabria,3/4/1996,23,154.94,73.9,ST,Paraguay,78,85,15000000.0,Right
J. Denayer,6/28/1995,23,182.88,79.8,CB,Belgium,78,85,12500000.0,Right
Y. Mina,9/23/1994,24,195.58,93.9,CB,Colombia,78,85,12500000.0,Right
N. Elvedi,9/30/1996,22,187.96,78.0,"CB,RB,LB",Switzerland,78,84,12000000.0,Right
Petros,5/29/1989,29,154.94,77.1,"CM,CDM",Brazil,78,78,10000000.0,Right
R. Aguilar,4/26/1993,25,172.72,71.2,"RWB,RB",France,78,82,11000000.0,Right
O. Al Soma,3/23/1989,29,190.5,86.2,ST,Syria,78,78,10500000.0,Right
Granell,8/2/1988,30,175.26,69.9,CM,Spain,78,78,10000000.0,Left
W. Weghorst,8/7/1992,26,198.12,83.9,ST,Netherlands,78,80,13000000.0,Right
A. Marušić,10/17/1992,26,185.42,84.8,RM,Montenegro,78,78,11500000.0,Right
Borja Iglesias,1/17/1993,26,187.96,86.2,ST,Spain,78,81,13000000.0,Right
N. Barella,2/7/1997,22,172.72,68.0,CM,Italy,78,88,16500000.0,Right
Joan Jordán,7/6/1994,24,182.88,73.9,"CM,CDM,CAM",Spain,78,83,13500000.0,Right
Diogo Jota,12/4/1996,22,152.4,73.0,"LW,ST",Portugal,78,86,15500000.0,Right
J. Gomez,5/23/1997,21,187.96,77.1,"CB,RB",England,78,88,14500000.0,Right
N. Amiri,10/27/1996,22,154.94,73.0,"CAM,CM",Germany,78,85,14500000.0,Right
A. Golovin,5/30/1996,22,154.94,68.9,"CM,CAM,CF",Russia,78,84,14000000.0,Right
Trezeguet,10/1/1994,24,152.4,78.0,"LM,CAM,RM",Egypt,78,80,13000000.0,Right
M. Díaz,2/5/1986,33,187.96,83.9,GK,Argentina,78,78,6000000.0,Right
Daniel Podence,10/21/1995,23,162.56,64.9,"LM,RM,CAM",Portugal,78,84,14000000.0,Right
R. Bentancur,6/25/1997,21,187.96,72.1,CM,Uruguay,78,90,18500000.0,Right
C. Pulisic,9/18/1998,20,152.4,68.9,"RM,LM",United States,78,86,15000000.0,Right
Yeray,1/24/1995,24,182.88,78.0,CB,Spain,78,83,12000000.0,Right
D. Calabria,12/6/1996,22,175.26,69.9,RB,Italy,78,88,14500000.0,Right
B. Chilwell,12/21/1996,22,152.4,77.1,LB,England,78,85,12500000.0,Left
P. Lees-Melou,5/25/1993,25,185.42,68.9,CM,France,78,80,12500000.0,Right
Ronaldo Esler,2/29/1988,31,167.64,64.9,"LB,LM",Brazil,78,78,7500000.0,Left
Claudio Coíntra,2/29/1984,35,175.26,71.2,"CAM,CF",Brazil,78,78,5000000.0,Left
Everticinho,2/29/1988,31,175.26,74.8,"RB,RW,CM",Brazil,78,78,7500000.0,Right
Sidney Pessinho,2/29/1992,27,187.96,84.8,"CDM,CM",Brazil,78,78,9000000.0,Right
A. Lafont,1/23/1999,20,193.04,82.1,GK,France,78,90,14000000.0,Right
R. Malinovskyi,5/4/1993,25,154.94,84.8,CM,Ukraine,78,82,13000000.0,Left
A. Harit,6/18/1997,21,154.94,67.1,"CAM,CM,RW",Morocco,78,86,15500000.0,Right
Wesley,11/26/1996,22,190.5,93.9,ST,Brazil,78,85,15000000.0,Right
A. Hakimi,11/4/1998,20,154.94,73.0,"RB,LB",Morocco,78,86,12500000.0,Right
M. Lazzari,11/29/1993,25,175.26,67.1,RM,Italy,78,79,12500000.0,Right
D. Samassékou,1/11/1996,23,152.4,68.0,CDM,Mali,78,86,13000000.0,Right
C. Ünder,7/14/1997,21,172.72,66.2,"RW,LW",Turkey,78,87,16000000.0,Left
David Neres,3/3/1997,22,175.26,66.2,"RW,CAM,LW",Brazil,78,85,14500000.0,Left
T. Walcott,3/16/1989,29,175.26,68.0,RM,England,79,79,12500000.0,Right
S. Nasri,6/26/1987,31,175.26,74.8,"LM,CM,RM,CAM",France,79,79,11000000.0,Right
A. Valencia,8/4/1985,33,154.94,83.0,RB,Ecuador,79,79,7000000.0,Right
A. Masiello,2/5/1986,33,182.88,82.1,CB,Italy,79,79,7000000.0,Right
S. Defour,4/15/1988,30,175.26,72.1,CM,Belgium,79,79,11500000.0,Right
José Fonte,12/22/1983,35,187.96,81.2,CB,Portugal,79,79,3800000.0,Right
D. Sturridge,9/1/1989,29,154.94,76.2,ST,England,79,79,13000000.0,Left
D. Wass,5/31/1989,29,154.94,73.9,"CM,RM,RB",Denmark,79,79,12000000.0,Right
D. Ospina,8/31/1988,30,182.88,79.8,GK,Colombia,79,79,8500000.0,Right
P. Wernbloom,6/25/1986,32,187.96,83.9,CDM,Sweden,79,79,7000000.0,Right
Ángel,4/26/1987,31,172.72,68.0,ST,Spain,79,79,11500000.0,Right
Kiko Casilla,10/2/1986,32,190.5,86.2,GK,Spain,79,79,7500000.0,Right
